Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Burnett R.W., Sanford C.W.","57188898839;56965365200;","The research program of the illinois secondary school curriculum program",1951,"Science Education","35","2",,"65","69",,,"10.1002/sce.3730350202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980170878&doi=10.1002%2fsce.3730350202&partnerID=40&md5=e15b81785f0c1e870350b759daba1aed","University of Illinois, Urbana, Illinois, United States","Burnett, R.W., University of Illinois, Urbana, Illinois, United States; Sanford, C.W., University of Illinois, Urbana, Illinois, United States",[No abstract available],,,,"Burnett, R.W.; University of Illinois, Urbana, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980170878
"Bullington R.A.","57189281475;","Teachers and teaching procedures in college general education science courses",1951,"Science Education","35","2",,"92","104",,,"10.1002/sce.3730350209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980149283&doi=10.1002%2fsce.3730350209&partnerID=40&md5=fbdc5425bbc7375aab3efa8b6f0d60e1","Northern Illinois State Teachers College, Dekalb, Illinois, United States","Bullington, R.A., Northern Illinois State Teachers College, Dekalb, Illinois, United States",[No abstract available],,,,"Bullington, R.A.; Northern Illinois State Teachers College, Dekalb, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980149283
[No author name available],[No author id available],"An appraisal and look to the future of teacher education in science",1950,"Science Education","34","3",,"147","161",,,"10.1002/sce.3730340303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980167929&doi=10.1002%2fsce.3730340303&partnerID=40&md5=8b8148a0e4558af1d3ccdb432b5d1e8d",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980167929
"Baker W.B.","56913722000;","Science teaching and the world of tomorrow",1950,"Science Education","34","1",,"7","15",,,"10.1002/sce.3730340102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980170638&doi=10.1002%2fsce.3730340102&partnerID=40&md5=9eaf6124abb5956d63622414ee6d84f7","Emory University, Emory, Georgia, United States","Baker, W.B., Emory University, Emory, Georgia, United States",[No abstract available],,,,"Baker, W.B.; Emory University, Emory, Georgia, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980170638
[No author name available],[No author id available],"Problems related to the teaching of problem‐solving that need to be investigated. Progress report of the committee on research in secondary‐school science",1950,"Science Education","34","3",,"180","184",,,"10.1002/sce.3730340309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980140519&doi=10.1002%2fsce.3730340309&partnerID=40&md5=e7c47b68b2b9c4d5eb364d03fa15a9bf",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980140519
"Snyder E.E.","57190354112;","College degree requirements for teachers of elementary science",1950,"Science Education","34","1",,"30","31",,,"10.1002/sce.3730340105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980167933&doi=10.1002%2fsce.3730340105&partnerID=40&md5=470b1e9a8506956bdc24fde2de24d1dd","State Teachers College, Florence, Alabama, United States","Snyder, E.E., State Teachers College, Florence, Alabama, United States",[No abstract available],,,,"Snyder, E.E.; State Teachers College, Florence, Alabama, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980167933
"Pruitt C.M.","16051491300;","Official minutes of the Business Meeting of the National Association for Research in Science Teaching, Sunday Evening, February 26, 1950, Chalfonte‐haddon Hall, Atlantic City, New Jersey",1950,"Science Education","34","3",,"199","202",,,"10.1002/sce.3730340317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980160741&doi=10.1002%2fsce.3730340317&partnerID=40&md5=358f16446595cdaa1ecaa441e2ab8be1",,"Pruitt, C.M.",[No abstract available],,,,"Pruitt, C.M.",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980160741
"Christian W.G.","57190477525;","Teaching teachers of elementary science",1950,"Science Education","34","4",,"261","263",,,"10.1002/sce.3730340411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980138102&doi=10.1002%2fsce.3730340411&partnerID=40&md5=fd825b4fc70757a873c6479a8199f45b","School of Education, Deliver University, Denver, Colorado, United States","Christian, W.G., School of Education, Deliver University, Denver, Colorado, United States",[No abstract available],,,,"Christian, W.G.; School of Education, Deliver University, Denver, Colorado, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980138102
"McFadden M.G.","57190478979;","Recent trends in the teaching of biology and some recommendations relative to the development of a course‐of‐study",1950,"Science Education","34","1",,"47","51",,,"10.1002/sce.3730340111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980144462&doi=10.1002%2fsce.3730340111&partnerID=40&md5=eee93576d5e7a1acabb8e6953bbe26b7","Heights High School, Cleveland Heights, Ohio, United States","McFadden, M.G., Heights High School, Cleveland Heights, Ohio, United States",[No abstract available],,,,"McFadden, M.G.; Heights High School, Cleveland Heights, Ohio, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980144462
"Ford L.A.","16054507400;","Graduation requirements and the preparation of high school teachers of science",1950,"Science Education","34","1",,"66","67",,,"10.1002/sce.3730340115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980140332&doi=10.1002%2fsce.3730340115&partnerID=40&md5=b72b1345753035eedf4a8fb8f3b568e8","State Teachers College, Mankato, Minnesota, United States","Ford, L.A., State Teachers College, Mankato, Minnesota, United States",[No abstract available],,,,"Ford, L.A.; State Teachers College, Mankato, Minnesota, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980140332
"Snyder E.E.","57190354112;","The concept of osmosis in general biology",1950,"Science Education","34","2",,"108","109",,,"10.1002/sce.3730340211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980134479&doi=10.1002%2fsce.3730340211&partnerID=40&md5=55d11cf2b5c00121690f42be8eb965e1","State Teachers College, Florence, Alabama, United States","Snyder, E.E., State Teachers College, Florence, Alabama, United States",[No abstract available],,,,"Snyder, E.E.; State Teachers College, Florence, Alabama, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980134479
"Noll V.H.","16051441300;","Measurement practices and preferences of high school science teachers",1950,"Science Education","34","3",,"165","167",,,"10.1002/sce.3730340305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980152456&doi=10.1002%2fsce.3730340305&partnerID=40&md5=514a2aa9548ad8a4be2e35f99c50968d","Michigan State College, East Lansing, Michigan, United States","Noll, V.H., Michigan State College, East Lansing, Michigan, United States",[No abstract available],,,,"Noll, V.H.; Michigan State College, East Lansing, Michigan, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980152456
"Greenlee J.","57190355237;","Science experiences for teachers of elementary school children",1950,"Science Education","34","4",,"213","217",,,"10.1002/sce.3730340402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980140143&doi=10.1002%2fsce.3730340402&partnerID=40&md5=4cf4eae950a3e41662b20d9f151ca0c1","Western Michigan College of Education, Kalamazoo, Michigan, United States","Greenlee, J., Western Michigan College of Education, Kalamazoo, Michigan, United States",[No abstract available],,,,"Greenlee, J.; Western Michigan College of Education, Kalamazoo, Michigan, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980140143
"Reiner W.B.","56952517400;","Evaluating ability to recognize degrees of cause and effect relationships",1950,"Science Education","34","1",,"15","28",,1,"10.1002/sce.3730340103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980167424&doi=10.1002%2fsce.3730340103&partnerID=40&md5=8c107467e589f73f107eff57b8a75a0c","Bereau of Educational Research, New York City Board of Education, Brooklyn, New York, United States","Reiner, W.B., Bereau of Educational Research, New York City Board of Education, Brooklyn, New York, United States",[No abstract available],,,,"Reiner, W.B.; Bereau of Educational Research, New York City Board of Education, Brooklyn, New York, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980167424
"O'Banion E.E.","16055472900;","On balancing simple equations",1950,"Science Education","34","2",,"104","108",,1,"10.1002/sce.3730340210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980156565&doi=10.1002%2fsce.3730340210&partnerID=40&md5=c06156a220d10c889ccdce03f42b5fab","Prairie View A and M College, Prairie View, Texas, United States","O'Banion, E.E., Prairie View A and M College, Prairie View, Texas, United States",[No abstract available],,,,"O'Banion, E.E.; Prairie View A and M College, Prairie View, Texas, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980156565
"Silano A.A.","57190355399;","The drawing as a learning aid in science",1950,"Science Education","34","1",,"51","55",,,"10.1002/sce.3730340112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980187178&doi=10.1002%2fsce.3730340112&partnerID=40&md5=ba35b8d40a0963f21a6138fba3653426","State Teachers College, Upper Montclair, New Jersey, United States","Silano, A.A., State Teachers College, Upper Montclair, New Jersey, United States",[No abstract available],,,,"Silano, A.A.; State Teachers College, Upper Montclair, New Jersey, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980187178
"Mallinson G.G.","16056860800;","A report to the narst on the activities for 1949–50 of the cooperative committee on the teaching of science and mathematics of the aaas",1950,"Science Education","34","3",,"177","180",,,"10.1002/sce.3730340308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980134416&doi=10.1002%2fsce.3730340308&partnerID=40&md5=8cafeffdb86f569cca56fa6e7f811bba","Western Michigan College of Education, Kalamazoo, Michigan, United States","Mallinson, G.G., Western Michigan College of Education, Kalamazoo, Michigan, United States",[No abstract available],,,,"Mallinson, G.G.; Western Michigan College of Education, Kalamazoo, Michigan, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980134416
"Hubler C.","57190354964;","Teaching materials for elementary‐school science",1950,"Science Education","34","4",,"218","224",,,"10.1002/sce.3730340403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980178663&doi=10.1002%2fsce.3730340403&partnerID=40&md5=0c04f8b7285906db3456cb14c59470fc","Wheelock College, Boston, Massachusetts, United States","Hubler, C., Wheelock College, Boston, Massachusetts, United States",[No abstract available],,,,"Hubler, C.; Wheelock College, Boston, Massachusetts, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980178663
[No author name available],[No author id available],"Proposals to clarify and implement the functions of narst committees",1950,"Science Education","34","3",,"194","196",,,"10.1002/sce.3730340314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980138498&doi=10.1002%2fsce.3730340314&partnerID=40&md5=48bacf5ee0ff3e8f53d706665173d863",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980138498
"Curtis W.C.","16050630400;","The improvement of instruction in elementary science",1950,"Science Education","34","4",,"234","247",,,"10.1002/sce.3730340405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980157365&doi=10.1002%2fsce.3730340405&partnerID=40&md5=618542ae9bd13929524498b403166ee7","Dunbar High School, Washington, District of Columbia, United States","Curtis, W.C., Dunbar High School, Washington, District of Columbia, United States",[No abstract available],,,,"Curtis, W.C.; Dunbar High School, Washington, District of Columbia, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980157365
[No author name available],[No author id available],"Officers of the National Council for Elementary Science for 1950",1950,"Science Education","34","3",,"204","204",,,"10.1002/sce.3730340320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980187420&doi=10.1002%2fsce.3730340320&partnerID=40&md5=d52b766ec804a3ee704ac626a138ee3b",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980187420
"Mallinson G.G.","16056860800;","A report on the organization of the state representatives of the national council on elementary science",1950,"Science Education","34","4",,"259","261",,1,"10.1002/sce.3730340410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980186162&doi=10.1002%2fsce.3730340410&partnerID=40&md5=569f2e328c07e1308f113bff04e090f8","Western Michigan College of Education, Kalamazoo, Michigan, United States","Mallinson, G.G., Western Michigan College of Education, Kalamazoo, Michigan, United States",[No abstract available],,,,"Mallinson, G.G.; Western Michigan College of Education, Kalamazoo, Michigan, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980186162
"Solomon M.D., Braunschneider G.E.","57181492700;57115524100;","Relation of biological science to the social attitudes",1950,"Science Education","34","2",,"80","84",,1,"10.1002/sce.3730340204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954586638&doi=10.1002%2fsce.3730340204&partnerID=40&md5=bfb42539e04f1c61e54096aee82847df","Department of Biological Science, Department of Anatomy, Michigan State College, East Lansing, Michigan, United States","Solomon, M.D., Department of Biological Science, Department of Anatomy, Michigan State College, East Lansing, Michigan, United States; Braunschneider, G.E., Department of Biological Science, Department of Anatomy, Michigan State College, East Lansing, Michigan, United States",[No abstract available],,,,"Solomon, M.D.; Department of Biological Science, Department of Anatomy, Michigan State College, East Lansing, Michigan, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84954586638
[No author name available],[No author id available],"Progress report of the committee on research in junior‐college science",1950,"Science Education","34","3",,"185","186",,,"10.1002/sce.3730340310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980152432&doi=10.1002%2fsce.3730340310&partnerID=40&md5=6a8e4de64cb57e2897890e628b183e7e",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980152432
"And D.W., Gibbony R.","57190479052;57190473484;","Elementary pupils study radio",1950,"Science Education","34","4",,"264","266",,,"10.1002/sce.3730340412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980187516&doi=10.1002%2fsce.3730340412&partnerID=40&md5=31454baccf9ef2aa35fffba1b1e91d62","The Pennsylvania State College, State College, Pennsylvania, United States","And, D.W., The Pennsylvania State College, State College, Pennsylvania, United States; Gibbony, R., The Pennsylvania State College, State College, Pennsylvania, United States",[No abstract available],,,,"And, D.W.; The Pennsylvania State College, State College, Pennsylvania, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980187516
"Groan M.","57190479084;","The physical science survey course in general education",1950,"Science Education","34","2",,"94","96",,,"10.1002/sce.3730340206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980178339&doi=10.1002%2fsce.3730340206&partnerID=40&md5=7c32c3b24e80b1a4fb943d9854c4a625","Roosevelt College, Chicago, Illinois, United States","Groan, M., Roosevelt College, Chicago, Illinois, United States",[No abstract available],,,,"Groan, M.; Roosevelt College, Chicago, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980178339
"Johnson P.G.","55475421200;","Today's need for better science education",1950,"Science Education","34","5",,"310","317",,,"10.1002/sce.3730340507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980182357&doi=10.1002%2fsce.3730340507&partnerID=40&md5=f809331d0d134dd32e05878c339e9a93","U S. Office of Education, Washington, District of Columbia, United States","Johnson, P.G., U S. Office of Education, Washington, District of Columbia, United States",[No abstract available],,,,"Johnson, P.G.; U S. Office of Education, Washington, District of Columbia, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980182357
"Ferguson J.C.","57190476814;","Science for all elementary school pupils",1950,"Science Education","34","4",,"251","253",,,"10.1002/sce.3730340407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980179025&doi=10.1002%2fsce.3730340407&partnerID=40&md5=0a775c0d7b1d47b4f6c36271a38e32f0","Ginn and Company, Chicago, Illinois, United States","Ferguson, J.C., Ginn and Company, Chicago, Illinois, United States",[No abstract available],,,,"Ferguson, J.C.; Ginn and Company, Chicago, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980179025
"Ahrens H.J.E.","57190473288;","The validity of the questionnaire",1950,"Science Education","34","1",,"41","42",,,"10.1002/sce.3730340108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980178615&doi=10.1002%2fsce.3730340108&partnerID=40&md5=6955c87d9c0672e5ee9aeda548156a47","Long Beach, California, United States","Ahrens, H.J.E., Long Beach, California, United States",[No abstract available],,,,"Ahrens, H.J.E., Long Beach, California, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980178615
[No author name available],[No author id available],"Notes of Annual Business Meeting of the National Council for Elementary Science. Brown Palace Hotel, Denver, Colorado, February 12, 1950",1950,"Science Education","34","3",,"204","205",,,"10.1002/sce.3730340321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980134302&doi=10.1002%2fsce.3730340321&partnerID=40&md5=251e33d0e583715e71a067900387f45c",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980134302
"Morse S.W.","57190478853;","High school science experiences of 506 non‐science curricula college students",1950,"Science Education","34","2",,"117","126",,,"10.1002/sce.3730340213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980162615&doi=10.1002%2fsce.3730340213&partnerID=40&md5=bb3f715e5c6e54301d8c4fa2328e9682","San Francisco State College, San Francisco, California, United States","Morse, S.W., San Francisco State College, San Francisco, California, United States",[No abstract available],,,,"Morse, S.W.; San Francisco State College, San Francisco, California, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980162615
"Anderson K.E.","56944183300;","The teachers of science in a representative sampling of minnesota schools",1950,"Science Education","34","1",,"57","66",,6,"10.1002/sce.3730340114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980187443&doi=10.1002%2fsce.3730340114&partnerID=40&md5=7b1f401015b8ea1f92bb0fa4c0650752","University of Kansas, Kanas, United States","Anderson, K.E., University of Kansas, Kanas, United States",[No abstract available],,,,"Anderson, K.E.; University of Kansas, Kanas, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980187443
"Bullington R.A.","57189281475;","A study of student opinion of college general education science courses",1950,"Science Education","34","2",,"73","77",,,"10.1002/sce.3730340202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980148579&doi=10.1002%2fsce.3730340202&partnerID=40&md5=2305a0159cc7f12837a5864c91023d51","Mac Murray College, Jacksonville, Illinois, United States","Bullington, R.A., Mac Murray College, Jacksonville, Illinois, United States",[No abstract available],,,,"Bullington, R.A.; Mac Murray College, Jacksonville, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980148579
"Oerlein K.F.","23083142700;","Education in American Samoa",1950,"Science Education","34","5",,"293","297",,,"10.1002/sce.3730340503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980149336&doi=10.1002%2fsce.3730340503&partnerID=40&md5=00c1a9c3387bece9c2974269b4b1ab55","Chemical Corps School, Army Chemical Center, Edgewood, Maryland, United States","Oerlein, K.F., Chemical Corps School, Army Chemical Center, Edgewood, Maryland, United States",[No abstract available],,,,"Oerlein, K.F.; Chemical Corps School, Army Chemical Center, Edgewood, Maryland, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980149336
"Noyce W.K.","16055150800;","An objective type of organic chemistry test and a study of its validity",1950,"Science Education","34","2",,"110","116",,,"10.1002/sce.3730340212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980163279&doi=10.1002%2fsce.3730340212&partnerID=40&md5=548be447361c230b9d0df30e26f69ed8","University of Arkansas, Fayetteville, Arkansas, United States","Noyce, W.K., University of Arkansas, Fayetteville, Arkansas, United States",[No abstract available],,,,"Noyce, W.K.; University of Arkansas, Fayetteville, Arkansas, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980163279
"Leavitt J.","57188906328;","Health activities that we have used in the canyon school to improve the health habits of the children",1950,"Science Education","34","4",,"253","256",,,"10.1002/sce.3730340408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980156167&doi=10.1002%2fsce.3730340408&partnerID=40&md5=ff8b00b7eb097d5ae6a932fe256b2fbb","Canyon Elementary School, Los Alamos, New Mexico, United States","Leavitt, J., Canyon Elementary School, Los Alamos, New Mexico, United States",[No abstract available],,,,"Leavitt, J.; Canyon Elementary School, Los Alamos, New Mexico, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980156167
"Byers R.S.","57190474682;","An Analysis of Science Activities Appearing in General‐Science Workbooks",1950,"Science Education","34","1",,"42","45",,,"10.1002/sce.3730340109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980136542&doi=10.1002%2fsce.3730340109&partnerID=40&md5=73bdd9f186075c5275decab0604aec95","University of Connecticut, Storrs, Connecticut, United States","Byers, R.S., University of Connecticut, Storrs, Connecticut, United States",[No abstract available],,,,"Byers, R.S.; University of Connecticut, Storrs, Connecticut, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980136542
"Woodburn J.H.","15921751800;","Foreign periodicals and research in science education",1950,"Science Education","34","2",,"97","99",,,"10.1002/sce.3730340207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980191599&doi=10.1002%2fsce.3730340207&partnerID=40&md5=2cfa508b4ce859bc654f927733a032c4","Illinois State Normal University, Normal, Illinois, United States","Woodburn, J.H., Illinois State Normal University, Normal, Illinois, United States",[No abstract available],,,,"Woodburn, J.H.; Illinois State Normal University, Normal, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980191599
[No author name available],[No author id available],"A plan for the periodic collection and distribution of information concerning recently completed research in science education",1950,"Science Education","34","3",,"186","187",,,"10.1002/sce.3730340311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980156936&doi=10.1002%2fsce.3730340311&partnerID=40&md5=e9241530d1ff4facb66dd9b0e0cc2b5d",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980156936
[No author name available],[No author id available],"Report of committee to consider changes in constitution of those sections pertaining to membership qualifications and in the form of the application blank",1950,"Science Education","34","3",,"192","194",,,"10.1002/sce.3730340313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980134435&doi=10.1002%2fsce.3730340313&partnerID=40&md5=c9d5c00e8166ad6711f359c40ff01b78",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980134435
"Talmadge H.G., Jr.","57190477459;","Write a better report",1950,"Science Education","34","1",,"45","47",,,"10.1002/sce.3730340110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980179059&doi=10.1002%2fsce.3730340110&partnerID=40&md5=107835bbb8a2feafbfb9b3b295d56c66","University of Iowa, Iowa City, Iowa, United States","Talmadge, H.G., Jr., University of Iowa, Iowa City, Iowa, United States",[No abstract available],,,,"Talmadge, H.G.; University of Iowa, Iowa City, Iowa, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980179059
"Raskin A.","57190357300;","Two workshops in science education",1950,"Science Education","34","5",,"317","322",,,"10.1002/sce.3730340508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980153226&doi=10.1002%2fsce.3730340508&partnerID=40&md5=f70a71df746aeea1ce6899da5def6c9d","The University of Chicago, Chicago, Illinois, United States","Raskin, A., The University of Chicago, Chicago, Illinois, United States",[No abstract available],,,,"Raskin, A.; The University of Chicago, Chicago, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980153226
"Fisher J.J.","57190479815;","General education in relation to premedical education",1950,"Science Education","34","2",,"126","137",,,"10.1002/sce.3730340214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980148793&doi=10.1002%2fsce.3730340214&partnerID=40&md5=34aac3ab2dc7a88d0ace55b06bfdf980","Manhattan College, New York, United States","Fisher, J.J., Manhattan College, New York, United States",[No abstract available],,,,"Fisher, J.J.; Manhattan College, New York, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980148793
"Sarhan E.‐D.","57190475923;","A comparison of the interests of Egyptian and American children",1950,"Science Education","34","5",,"300","306",,,"10.1002/sce.3730340505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980140566&doi=10.1002%2fsce.3730340505&partnerID=40&md5=3c33f170ba0f09240878de65352df589","Teacher's Institute of Education, Cairo, Egypt","Sarhan, E.‐D., Teacher's Institute of Education, Cairo, Egypt",[No abstract available],,,,"Sarhan, E.‐D.; Teacher's Institute of Education, Cairo, Egypt",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980140566
"Gillette B.F.","57188887498;","Nuclear energy in high school physics courses",1950,"Science Education","34","1",,"29","30",,,"10.1002/sce.3730340104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980170734&doi=10.1002%2fsce.3730340104&partnerID=40&md5=019898eed6fcc6e096f81d1304f4c7c1","School of Education, Stanford University, Stanford, California, United States","Gillette, B.F., School of Education, Stanford University, Stanford, California, United States",[No abstract available],,,,"Gillette, B.F.; School of Education, Stanford University, Stanford, California, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980170734
"Brown S.B.","57199192152;","A junior college teacher finds an elementary science workshop educationally stimulating!",1950,"Science Education","34","4",,"256","258",,,"10.1002/sce.3730340409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980130329&doi=10.1002%2fsce.3730340409&partnerID=40&md5=ed1e82e9cccd34a57b0e3b852ca5dda6","School of Education, Stanford University, Stanford, California, United States","Brown, S.B., School of Education, Stanford University, Stanford, California, United States",[No abstract available],,,,"Brown, S.B.; School of Education, Stanford University, Stanford, California, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980130329
"McGrath G.D.","56944528600;","Nature and content of brochures needed in teacher education programs",1950,"Science Education","34","2",,"100","102",,,"10.1002/sce.3730340208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980178586&doi=10.1002%2fsce.3730340208&partnerID=40&md5=646769ae62dc8d5ad36e5f8a548dc810","University of Illinois, Urbana, Illinois, United States","McGrath, G.D., University of Illinois, Urbana, Illinois, United States",[No abstract available],,,,"McGrath, G.D.; University of Illinois, Urbana, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980178586
[No author name available],[No author id available],"Elizabeth anne lockwood",1950,"Science Education","34","3",,"145","146",,,"10.1002/sce.3730340302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980172209&doi=10.1002%2fsce.3730340302&partnerID=40&md5=c1050ad979a6c96bf630d297aff53336",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980172209
"Hurd A.W.","36732738700;","Man and his environment",1950,"Science Education","34","2",,"102","104",,,"10.1002/sce.3730340209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980179037&doi=10.1002%2fsce.3730340209&partnerID=40&md5=0fb6bd6e1043e3121e42d704e379bf7f","Medical College of Virginin, Richmound, Virginia, United States","Hurd, A.W., Medical College of Virginin, Richmound, Virginia, United States",[No abstract available],,,,"Hurd, A.W.; Medical College of Virginin, Richmound, Virginia, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980179037
