Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Gemmill A.M.","57190474157;","The curriculum for the elementary school",1939,"Science Education","23","1",,"27","30",,,"10.1002/sce.3730230108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980182207&doi=10.1002%2fsce.3730230108&partnerID=40&md5=3e2f36b4ce6793035efecc9653352d8e","State Teachers College, Buffalo, New York, United States","Gemmill, A.M., State Teachers College, Buffalo, New York, United States",[No abstract available],,,,"Gemmill, A.M.; State Teachers College, Buffalo, New York, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980182207
"Russell D.W.","57190474758;","Here's an answer to the question, “how should science be taught in the elementary grades?”",1939,"Science Education","23","1",,"38","42",,,"10.1002/sce.3730230111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980148734&doi=10.1002%2fsce.3730230111&partnerID=40&md5=90b05bf6df6f5388e52def4d361923ff","National College of Education, Evanston, Illinois, United States","Russell, D.W., National College of Education, Evanston, Illinois, United States",[No abstract available],,,,"Russell, D.W.; National College of Education, Evanston, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980148734
"Selberg E.M.","56914399600;","Developing problem solving abilities in students",1939,"Science Education","23","3",,"126","130",,1,"10.1002/sce.3730230303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950437398&doi=10.1002%2fsce.3730230303&partnerID=40&md5=879cdb83ca8b1159aaffbf948c1479b8","Secondary School, Colorado State College of Education., Greeley, Colorado, United States","Selberg, E.M., Secondary School, Colorado State College of Education., Greeley, Colorado, United States",[No abstract available],,,,"Selberg, E.M.; Secondary School, Colorado State College of Education., Greeley, Colorado, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84950437398
"Wood G.C.","57190352588;","Editorials and educational news",1939,"Science Education","23","5",,"282","285",,,"10.1002/sce.3730230509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980188423&doi=10.1002%2fsce.3730230509&partnerID=40&md5=4820deb11a98446b2ddc5584d946a6c3","Department of Biology, James Munroe High School, New York, United States","Wood, G.C., Department of Biology, James Munroe High School, New York, United States",[No abstract available],,,,"Wood, G.C.; Department of Biology, James Munroe High School, New York, United States",,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84980188423
"Simmons M.P.","56913755500;","A model lesson in general science",1939,"Science Education","23","3",,"133","136",,,"10.1002/sce.3730230305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980148337&doi=10.1002%2fsce.3730230305&partnerID=40&md5=acdb96f89031ae02f5bbfb13affa1241","Irvington High School, Irvington, New Jersey, United States","Simmons, M.P., Irvington High School, Irvington, New Jersey, United States",[No abstract available],,,,"Simmons, M.P.; Irvington High School, Irvington, New Jersey, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980148337
"Carpenter H.A.","56913988900;","Do science radio broadcasts pay?",1939,"Science Education","23","6",,"299","304",,,"10.1002/sce.3730230602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980175179&doi=10.1002%2fsce.3730230602&partnerID=40&md5=96c2ac69018044472f2a688c3b55e9c0","Specialist in Science, Rochester Schools, Rochester, New York, United States","Carpenter, H.A., Specialist in Science, Rochester Schools, Rochester, New York, United States",[No abstract available],,,,"Carpenter, H.A.; Specialist in Science, Rochester Schools, Rochester, New York, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980175179
"Brown H.E.","56913627900;","The development of a physical science course for the Lincoln school",1939,"Science Education","23","3",,"145","157",,,"10.1002/sce.3730230308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980166828&doi=10.1002%2fsce.3730230308&partnerID=40&md5=f3cad1c096bac7dc5c4fb30e9fe6aafa","Lincoln School, Teachers College, Columbia University, United States","Brown, H.E., Lincoln School, Teachers College, Columbia University, United States",[No abstract available],,,,"Brown, H.E.; Lincoln School, Teachers College, Columbia UniversityUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980166828
[No author name available],[No author id available],"Editorials and educational news",1939,"Science Education","23","1",,"50","51",,,"10.1002/sce.3730230114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980146106&doi=10.1002%2fsce.3730230114&partnerID=40&md5=0028f596619f1e1d170833a5a81ac6e7",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84980146106
"Yothers L.R.","57190474208;","Teaching scientific procedures and research techniques through club activities",1939,"Science Education","23","5",,"256","260",,,"10.1002/sce.3730230504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980196929&doi=10.1002%2fsce.3730230504&partnerID=40&md5=29033230e095a9913ac93f0a6295e34e","Head of Science Department, Rahway High School, Rahway, New Jersey, United States","Yothers, L.R., Head of Science Department, Rahway High School, Rahway, New Jersey, United States",[No abstract available],,,,"Yothers, L.R.; Head of Science Department, Rahway High School, Rahway, New Jersey, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980196929
"Maneval R.V.","56953212100;","The relative value of sound motion pictures and study sheets in science teaching",1939,"Science Education","23","2",,"83","86",,,"10.1002/sce.3730230207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980148557&doi=10.1002%2fsce.3730230207&partnerID=40&md5=9c17e9cec9b35575b89eb8171472b2fc","Horace Marr Junior High School, Tulsa, Oklahoma, United States","Maneval, R.V., Horace Marr Junior High School, Tulsa, Oklahoma, United States",[No abstract available],,,,"Maneval, R.V.; Horace Marr Junior High School, Tulsa, Oklahoma, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980148557
"Lauwerys J.A.","16521150100;","Reflections on science teaching in the U.S.A.",1938,"Science Education","22","3",,"107","112",,,"10.1002/sce.3730220302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980178593&doi=10.1002%2fsce.3730220302&partnerID=40&md5=d990d0f582b4c9028f753ff8894ebbfd","University of London, Institute of Education, United Kingdom","Lauwerys, J.A., University of London, Institute of Education, United Kingdom",[No abstract available],,,,"Lauwerys, J.A.; University of London, Institute of EducationUnited Kingdom",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980178593
"Benton Salt E.","57190475043;","Health misconceptions of seventh‐, tenth‐, and twelfth‐grade students",1938,"Science Education","22","6",,"312","313",,,"10.1002/sce.3730220609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980196392&doi=10.1002%2fsce.3730220609&partnerID=40&md5=697968df60549c1c79a20461b31683ea",,"Benton Salt, E.",[No abstract available],,,,"Benton Salt, E.",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980196392
[No author name available],[No author id available],"Editorials and educational news",1938,"Science Education","22","2",,"93","96",,,"10.1002/sce.3730220213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980139566&doi=10.1002%2fsce.3730220213&partnerID=40&md5=d98b8f8f666409e4b0db92055ca807c8",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84980139566
"Cahoon G.P., Cunningham H.A., Haupt G.W., Jean F.C., Robertson M.L., Watkins R.K.","57190477740;56914047600;56914111800;57190478047;56913691300;56913816900;","Preliminary report of the committee of the national association for research in science teaching on the training of science teachers",1938,"Science Education","22","6",,"283","293",,1,"10.1002/sce.3730220603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980162911&doi=10.1002%2fsce.3730220603&partnerID=40&md5=675809997c9cbeac7bb0a50f4485fba2",,"Cahoon, G.P.; Cunningham, H.A.; Haupt, G.W.; Jean, F.C.; Robertson, M.L.; Watkins, R.K.",[No abstract available],,,,"Cahoon, G.P.",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980162911
"Curtis F.D.","25955657900;","The fifty “best” published investigations in the teaching of science for the years 1931 to 1937 inclusive",1938,"Science Education","22","6",,"279","282",,,"10.1002/sce.3730220602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980196870&doi=10.1002%2fsce.3730220602&partnerID=40&md5=cad220f5702fd594696e2588ad497b8f","University of Michígan, United States","Curtis, F.D., University of Michígan, United States",[No abstract available],,,,"Curtis, F.D.; University of MichíganUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980196870
"Reiner W.","56952517400;","Editorials and Educational News",1938,"Science Education","22","5",,"261","262",,,"10.1002/sce.3730220509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980178322&doi=10.1002%2fsce.3730220509&partnerID=40&md5=ed148428f835a12e67bedd676476e70c","New Utrecht High School Brooklyn, New York, United States","Reiner, W., New Utrecht High School Brooklyn, New York, United States",[No abstract available],,,,"Reiner, W.; New Utrecht High School Brooklyn, New York, United States",,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84980178322
"Mudge E.L.","25956489200;","Transfer of training in chemistry",1938,"Science Education","22","5",,"259","260",,,"10.1002/sce.3730220508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980157415&doi=10.1002%2fsce.3730220508&partnerID=40&md5=9eb97f47512be4decbb6868f515f9a6e",,"Mudge, E.L.",[No abstract available],,,,"Mudge, E.L.",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980157415
"Emmett Brown H.","57190474513;","An experiment to show the effects of noise",1938,"Science Education","22","7",,"343","348",,,"10.1002/sce.3730220703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980152004&doi=10.1002%2fsce.3730220703&partnerID=40&md5=730499a3411e804d787179e57fe4f755","Lincoln School of Teachers College, Columbia University, United States","Emmett Brown, H., Lincoln School of Teachers College, Columbia University, United States",[No abstract available],,,,"Emmett Brown, H.; Lincoln School of Teachers College, Columbia UniversityUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980152004
[No author name available],[No author id available],"Editorials and educational news",1938,"Science Education","22","3",,"147","152",,,"10.1002/sce.3730220311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980186183&doi=10.1002%2fsce.3730220311&partnerID=40&md5=ea6f1c91e785196908b9679d3776e027",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84980186183
"Lang A.D.","57190479588;","Biology objectives valuable for social understanding",1938,"Science Education","22","1",,"6","10",,,"10.1002/sce.3730220103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980182330&doi=10.1002%2fsce.3730220103&partnerID=40&md5=eca38aab5a37d0ca4f8dd8b42c2cffb3","West Elkton High School, West Elkton, Ohio, United States","Lang, A.D., West Elkton High School, West Elkton, Ohio, United States",[No abstract available],,,,"Lang, A.D.; West Elkton High School, West Elkton, Ohio, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980182330
"Bennett W.W.","57190479372;","Making use of motion pictures in teaching science",1938,"Science Education","22","7",,"358","363",,,"10.1002/sce.3730220706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980136520&doi=10.1002%2fsce.3730220706&partnerID=40&md5=b3785c2793d20cd140265dcfc3c5426c","Science Department, Charlotte High School, Rochester, New York, United States","Bennett, W.W., Science Department, Charlotte High School, Rochester, New York, United States",[No abstract available],,,,"Bennett, W.W.; Science Department, Charlotte High School, Rochester, New York, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980136520
"Melrose M.","56914316800;","II. From the viewpoint of experimental schools in city systems",1938,"Science Education","22","2",,"55","59",,,"10.1002/sce.3730220203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980156193&doi=10.1002%2fsce.3730220203&partnerID=40&md5=7d8e7773b27b5e5e4f453ae0c0894d45","Cleveland, Ohio, United States","Melrose, M., Cleveland, Ohio, United States",[No abstract available],,,,"Melrose, M., Cleveland, Ohio, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980156193
"Glark F.R.","57190476665;","On teaching natural science by correspondence",1938,"Science Education","22","6",,"307","308",,,"10.1002/sce.3730220607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980186166&doi=10.1002%2fsce.3730220607&partnerID=40&md5=2ca6350e662322d02c1517da61c21511","Ann Arbor, Michigan, United States","Glark, F.R., Ann Arbor, Michigan, United States",[No abstract available],,,,"Glark, F.R., Ann Arbor, Michigan, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980186166
"Darrell Barnard J., Selberg E.M.","57190474777;56914399600;","Student reactions to a program of sex instruction",1938,"Science Education","22","4",,"176","180",,,"10.1002/sce.3730220405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980187462&doi=10.1002%2fsce.3730220405&partnerID=40&md5=03245e56cfe17e5c5d51266f1d7caae1","Secondary School of Colorado, State College of Education, United States","Darrell Barnard, J., Secondary School of Colorado, State College of Education, United States; Selberg, E.M., Secondary School of Colorado, State College of Education, United States",[No abstract available],,,,"Darrell Barnard, J.; Secondary School of Colorado, State College of EducationUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980187462
"Watkins R.K.","56913816900;","Symposium: The need for a twelve‐year science program for american public schools. I. Some problems involved in a proposed twelve‐year science program for the public schools",1938,"Science Education","22","2",,"51","55",,,"10.1002/sce.3730220202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980156668&doi=10.1002%2fsce.3730220202&partnerID=40&md5=6e97e3393eb2512d9a4a70f3d8af3a4e","School of Education, University of Missouri, United States","Watkins, R.K., School of Education, University of Missouri, United States",[No abstract available],,,,"Watkins, R.K.; School of Education, University of MissouriUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980156668
"Baird E.A.","57190479773;","Biology as cultural background",1938,"Science Education","22","7",,"349","352",,,"10.1002/sce.3730220704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980184823&doi=10.1002%2fsce.3730220704&partnerID=40&md5=862f04ea6517279c86ff1f61bfe5f996","Division of Biology, Chicago Apparatus Co, Chicago, Illinois, United States","Baird, E.A., Division of Biology, Chicago Apparatus Co, Chicago, Illinois, United States",[No abstract available],,,,"Baird, E.A.; Division of Biology, Chicago Apparatus Co, Chicago, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84980184823
